álbum;musica;letra
A Tempestade;Música de Trabalho;Do pouco que não temos
A Tempestade;Música de Trabalho;Quem sabe esquecer um pouco
A Tempestade;Música de Trabalho;De tudo que não sabemos
A Tempestade;Longe do Meu Lado;Se a paixão fosse realmente um bálsamo
A Tempestade;Longe do Meu Lado;O mundo não pareceria tão equivocado
A Tempestade;Longe do Meu Lado;Te dou carinho, respeito e um afago
A Tempestade;Longe do Meu Lado;Mas entenda, eu não estou apaixonado
A Tempestade;Longe do Meu Lado;A paixão já passou em minha vida
A Tempestade;Longe do Meu Lado;Foi até bom mas ao final deu tudo errado
A Tempestade;Longe do Meu Lado;E agora carrego em mim
A Tempestade;Longe do Meu Lado;Uma dor triste, um coração cicatrizado
A Tempestade;Longe do Meu Lado;E olha que tentei o meu caminho
A Tempestade;Longe do Meu Lado;Mas tudo agora é coisa do passado
A Tempestade;Longe do Meu Lado;Quero respeito e sempre ter alguém
A Tempestade;Longe do Meu Lado;Que me entenda e sempre fique a meu lado
A Tempestade;Longe do Meu Lado;Mas não, não quero estar apaixonado
A Tempestade;Longe do Meu Lado;A paixão quer sangue e corações arruinados
A Tempestade;Longe do Meu Lado;E saudade é só mágoa por ter sido feito tanto estrago
A Tempestade;Longe do Meu Lado;E essa escravidão e essa dor não quero mais
A Tempestade;Longe do Meu Lado;Quando acreditei que tudo era um fato consumado
A Tempestade;Longe do Meu Lado;Veio a foice e jogou-te longe
A Tempestade;Longe do Meu Lado;Longe do meu lado
A Tempestade;Longe do Meu Lado;Não estou mais pronto para lágrimas
A Tempestade;Longe do Meu Lado;Podemos ficar juntos e vivermos o futuro, não o passado
A Tempestade;Longe do Meu Lado;Veja o nosso mundo
A Tempestade;Longe do Meu Lado;Eu também sei que dizem
A Tempestade;Longe do Meu Lado;Que não existe amor errado
A Tempestade;Longe do Meu Lado;Mas entenda, não quero estar apaixonado
A Tempestade;A Via Láctea;Quando tudo está perdido
A Tempestade;A Via Láctea;Sempre existe um caminho
A Tempestade;A Via Láctea;Quando tudo está perdido
A Tempestade;A Via Láctea;Sempre existe uma luz
A Tempestade;A Via Láctea;Mas não me diga isso
A Tempestade;A Via Láctea;Hoje a tristeza não é passageira
A Tempestade;A Via Láctea;Hoje fiquei com febre a tarde inteira
A Tempestade;A Via Láctea;E quando chegar a noite
A Tempestade;A Via Láctea;Cada estrela parecerá uma lágrima
A Tempestade;A Via Láctea;Queria ser como os outros
A Tempestade;A Via Láctea;E rir das desgraças da vida
A Tempestade;A Via Láctea;Ou fingir estar sempre bem
A Tempestade;A Via Láctea;Ver a leveza das coisas com humor
A Tempestade;A Via Láctea;Mas não me diga isso
A Tempestade;A Via Láctea;É só hoje e isso passa
A Tempestade;A Via Láctea;Só me deixe aqui quieto isso passa
A Tempestade;A Via Láctea;Amanhã é um outro dia, não é?
A Tempestade;A Via Láctea;Eu nem sei porque me sinto assim
A Tempestade;A Via Láctea;Vem de repente um anjo triste perto de mim
A Tempestade;A Via Láctea;E essa febre que não passa
A Tempestade;A Via Láctea;E meu sorriso sem graça
A Tempestade;A Via Láctea;Não me dê atenção
A Tempestade;A Via Láctea;Mas obrigado por pensar em mim
A Tempestade;A Via Láctea;Quando tudo está perdido
A Tempestade;A Via Láctea;Sempre existe uma luz
A Tempestade;A Via Láctea;Quando tudo está perdido
A Tempestade;A Via Láctea;Sempre existe um caminho
A Tempestade;A Via Láctea;Quando tudo está perdido
A Tempestade;A Via Láctea;Eu me sinto tão sozinho
A Tempestade;A Via Láctea;Quando tudo está perdido
A Tempestade;A Via Láctea;Não quero mais ser quem eu sou
A Tempestade;A Via Láctea;Mas não me diga isso
A Tempestade;A Via Láctea;Não me dê atenção
A Tempestade;A Via Láctea;E obrigado por pensar em mim
A Tempestade;A Via Láctea;Não me diga isso
A Tempestade;A Via Láctea;Não me dê atenção
A Tempestade;A Via Láctea;E obrigado por pensar em mim
A Tempestade;Música Ambiente;Se um dia fores embora
A Tempestade;Música Ambiente;Te amarei bem mais do que esta hora
A Tempestade;Música Ambiente;Me lembrarei de tudo que eu não disse
A Tempestade;Música Ambiente;E de quando havia tudo que existe
A Tempestade;Música Ambiente;Quando choramos abraçados
A Tempestade;Música Ambiente;E caminhamos lado a lado
A Tempestade;Música Ambiente;Por favor amor me acredite
A Tempestade;Música Ambiente;Não há palavras para explicar o que eu sinto
A Tempestade;Música Ambiente;Mesmo que tenhamos planejado
A Tempestade;Música Ambiente;Um caminho diferente
A Tempestade;Música Ambiente;Tenho mais do que eu preciso
A Tempestade;Música Ambiente;Estar contigo é o bastante
A Tempestade;Música Ambiente;Certas coisas de todo dia
A Tempestade;Música Ambiente;Nos trazem a alegria
A Tempestade;Música Ambiente;De caminharmos juntos lado a lado por amor
A Tempestade;Música Ambiente;E quando eu for embora
A Tempestade;Música Ambiente;Não, não chore por mim.
A Tempestade;Aloha;Será que ninguém vê
A Tempestade;Aloha;O caos em que vivemos?
A Tempestade;Aloha;Os jovens são tão jovens
A Tempestade;Aloha;E fica tudo por isso mesmo
A Tempestade;Aloha;A juventude é rica, a juventude é pobre
A Tempestade;Aloha;A juventude sofre e ninguém parece perceber
A Tempestade;Aloha;Eu tenho um coração
A Tempestade;Aloha;Eu tenho ideais
A Tempestade;Aloha;Eu gosto de cinema
A Tempestade;Aloha;E de coisas naturais
A Tempestade;Aloha;E penso sempre em sexo, oh yeah!
A Tempestade;Aloha;Todo adulto tem inveja, todo adulto tem inveja
A Tempestade;Aloha;Todo adulto tem inveja dos mais jovens
A Tempestade;Aloha;A juventude está sozinha
A Tempestade;Aloha;Não há ninguém para ajudar
A Tempestade;Aloha;A explicar por que é que o mundo
A Tempestade;Aloha;É este desastre que aí está
A Tempestade;Aloha;Eu não sei, eu não sei
A Tempestade;Aloha;Dizem que eu não sei nada
A Tempestade;Aloha;Dizem que eu não tenho opinião
A Tempestade;Aloha;Me compram, me vendem, me estragam
A Tempestade;Aloha;E é tudo mentira, me deixam na mão
A Tempestade;Aloha;Não me deixam fazer nada
A Tempestade;Aloha;E a culpa é sempre minha, oh yeah!
A Tempestade;Aloha;E meus amigos parecem ter medo
A Tempestade;Aloha;De quem fala o que sentiu
A Tempestade;Aloha;De quem pensa diferente
A Tempestade;Aloha;Nos querem todos iguais
A Tempestade;Aloha;Assim é bem mais fácil nos controlar
A Tempestade;Aloha;E mentir, mentir, mentir
A Tempestade;Aloha;E matar, matar, matar
A Tempestade;Aloha;O que eu tenho de melhor: minha esperança
A Tempestade;Aloha;Que se faça o sacrifício
A Tempestade;Aloha;Que cresçam logo as crianças
A Tempestade;Soul Parsifal;Ninguém vai me dizer o que sentir
A Tempestade;Soul Parsifal;Meu coração está desperto
A Tempestade;Soul Parsifal;É sereno nosso amor e santo este lugar
A Tempestade;Soul Parsifal;Dos tempos de tristeza tive o tanto que era bom
A Tempestade;Soul Parsifal;Eu tive o teu veneno
A Tempestade;Soul Parsifal;E o sopro leve do luar
A Tempestade;Soul Parsifal;Porque foi calma a tempestade
A Tempestade;Soul Parsifal;E tua lembrança, a estrela a me guiar
A Tempestade;Soul Parsifal;Da alfazema fiz um bordado
A Tempestade;Soul Parsifal;Vem, meu amor, é hora de acordar
A Tempestade;Soul Parsifal;Tenho anis
A Tempestade;Soul Parsifal;Tenho hortelã
A Tempestade;Soul Parsifal;Tenho um cesto de flores
A Tempestade;Soul Parsifal;Eu tenho um jardim e uma canção
A Tempestade;Soul Parsifal;Vivo feliz, tenho amor
A Tempestade;Soul Parsifal;Eu tenho um desejo e um coração
A Tempestade;Soul Parsifal;Tenho coragem e sei quem eu sou
A Tempestade;Soul Parsifal;Eu tenho um segredo e uma oração
A Tempestade;Soul Parsifal;Vê que a minha força é quase santa
A Tempestade;Soul Parsifal;Como foi santo o meu penar
A Tempestade;Soul Parsifal;Pecado é provocar desejo
A Tempestade;Soul Parsifal;E depois renunciar
A Tempestade;Soul Parsifal;Estive cansado
A Tempestade;Soul Parsifal;Meu orgulho me deixou cansado
A Tempestade;Soul Parsifal;Meu egoísmo me deixou cansado
A Tempestade;Soul Parsifal;Minha vaidade me deixou cansado
A Tempestade;Soul Parsifal;Não falo pelos outros
A Tempestade;Soul Parsifal;Só falo por mim
A Tempestade;Soul Parsifal;Ninguém vai me dizer o que sentir
A Tempestade;Soul Parsifal;Tenho jasmim tenho hortelã
A Tempestade;Soul Parsifal;Eu tenho um anjo, eu tenho uma irmã
A Tempestade;Soul Parsifal;Com a saudade teci uma prece
A Tempestade;Soul Parsifal;E preparei erva-cidreira no café da manhã
A Tempestade;Soul Parsifal;Ninguém vai me dizer o que sentir
A Tempestade;Soul Parsifal;E eu vou cantar uma canção p'rá mim
A Tempestade;Dezesseis;João Roberto era o maioral
A Tempestade;Dezesseis;O nosso Johnny era um cara legal
A Tempestade;Dezesseis;Ele tinha um Opala metálico azul
A Tempestade;Dezesseis;Era o rei dos pegas na Asa Sul
A Tempestade;Dezesseis;E em todo lugar
A Tempestade;Dezesseis;Quando ele pegava no violão
A Tempestade;Dezesseis;Conquistava as meninas
A Tempestade;Dezesseis;E quem mais quisesse ter
A Tempestade;Dezesseis;Sabia tudo da Janis
A Tempestade;Dezesseis;Do Led Zeppelin, dos Beatles e dos Rolling Stones
A Tempestade;Dezesseis;Mas de uns tempos pra cá
A Tempestade;Dezesseis;Meio que sem querer
A Tempestade;Dezesseis;Alguma coisa aconteceu
A Tempestade;Dezesseis;Johnny andava meio quieto demais
A Tempestade;Dezesseis;Só que quase ninguém percebeu
A Tempestade;Dezesseis;Johnny estava com um sorriso estranho
A Tempestade;Dezesseis;Quando marcou um super pega no fim de semana
A Tempestade;Dezesseis;Não vai ser no CASEB
A Tempestade;Dezesseis;Nem no Lago Norte, nem na UnB
A Tempestade;Dezesseis;As máquinas prontas
A Tempestade;Dezesseis;Um ronco de motor
A Tempestade;Dezesseis;A cidade inteira se movimentou
A Tempestade;Dezesseis;E Johnny disse
A Tempestade;Dezesseis;Eu vou pra curva do Diabo, em Sobradinho, e vocês?
A Tempestade;Dezesseis;E os motores saíram ligados a mil
A Tempestade;Dezesseis;Pra estrada da morte o maior pega que existiu
A Tempestade;Dezesseis;Só deu para ouvir, foi aquela explosão
A Tempestade;Dezesseis;E os pedaços do Opala azul de Johnny pelo chão
A Tempestade;Dezesseis;No dia seguinte, falou o diretor
A Tempestade;Dezesseis;O aluno João Roberto não está mais entre nós
A Tempestade;Dezesseis;Ele só tinha dezesseis
A Tempestade;Dezesseis;Que isso sirva de aviso pra vocês
A Tempestade;Dezesseis;E na saída da aula, foi estranho e bonito
A Tempestade;Dezesseis;Todo o mundo cantando baixinho
A Tempestade;Dezesseis;Strawberry Fields Forever
A Tempestade;Dezesseis;Strawberry Fields Forever
A Tempestade;Dezesseis;E até hoje, quem se lembra
A Tempestade;Dezesseis;Diz que não foi o caminhão
A Tempestade;Dezesseis;Nem a curva fatal
A Tempestade;Dezesseis;E nem a explosão
A Tempestade;Dezesseis;Johnny era fera demais
A Tempestade;Dezesseis;Pra vacilar assim
A Tempestade;Dezesseis;E o que dizem que foi tudo
A Tempestade;Dezesseis;Por causa de um coração partido
A Tempestade;Dezesseis;Um coração
A Tempestade;Dezesseis;Bye, bye bye Johnny
A Tempestade;Dezesseis;Johnny, bye, bye
A Tempestade;Dezesseis;Bye, bye Johnny
A Tempestade;Mil Pedaços;Eu não me perdi
A Tempestade;Mil Pedaços;E mesmo assim você me abandonou
A Tempestade;Mil Pedaços;Você quis partir, e agora estou sozinho
A Tempestade;Mil Pedaços;Mas vou me acostumar com o silêncio em casa, com um prato só na mesa
A Tempestade;Mil Pedaços;Eu não me perdi
A Tempestade;Mil Pedaços;O sândalo perfuma o machado que o feriu
A Tempestade;Mil Pedaços;Adeus, adeus, adeus meu grande amor
A Tempestade;Mil Pedaços;E tanto faz de tudo o que ficou
A Tempestade;Mil Pedaços;Guardo um retrato teu
A Tempestade;Mil Pedaços;E a saudade mais bonita
A Tempestade;Mil Pedaços;Eu não me perdi
A Tempestade;Mil Pedaços;E mesmo assim ninguém me perdoou
A Tempestade;Mil Pedaços;Pobre coração, quando o teu estava comigo era tão bom
A Tempestade;Mil Pedaços;Não sei porquê acontece assim e é sem querer
A Tempestade;Mil Pedaços;O que não era pra ser
A Tempestade;Mil Pedaços;Vou fugir dessa dor
A Tempestade;Mil Pedaços;Meu amor, se quiseres voltar
A Tempestade;Mil Pedaços;Volta não, porque me quebraste em mil pedaços
A Tempestade;Leila;Estou pensando em você
A Tempestade;Leila;Quero lhe ver
A Tempestade;Leila;Mas nesse horário você deve estar
A Tempestade;Leila;Pegando os filhotes no colégio
A Tempestade;Leila;Depois chegar em casa
A Tempestade;Leila;Ver o resto de tudo
A Tempestade;Leila;E quando vem o silêncio
A Tempestade;Leila;Fumar unzinho e ouvir Coltrane
A Tempestade;Leila;Não faço mais isso mas entendo muito bem
A Tempestade;Leila;Adoro os teus cabelos
A Tempestade;Leila;Adoro a tua voz
A Tempestade;Leila;Adoro teu estilo
A Tempestade;Leila;Adoro tua paz de espírito
A Tempestade;Leila;O encanador te deixou na mão
A Tempestade;Leila;Tem reunião do condomínio
A Tempestade;Leila;O telefone não dá linha
A Tempestade;Leila;E o chuveiro tá dando choque
A Tempestade;Leila;Tem uma barata voadora no quarto das crianças
A Tempestade;Leila;E os monstrinhos estão gritando alucinados
A Tempestade;Leila;P'rá eles tudo é diversão
A Tempestade;Leila;Mas você sabe o que é ter pavor, pavor, pavor
A Tempestade;Leila;De baratas voadoras
A Tempestade;Leila;E você diz daquele seu jeito:
A Tempestade;Leila;- Ai, eu preciso de um homem! -
A Tempestade;Leila;E eu digo: - Ah, Leila, eu também! -
A Tempestade;Leila;E a gente ri
A Tempestade;Leila;Você monta suas fotos prá exposição
A Tempestade;Leila;Promete trabalhar mais com o computador
A Tempestade;Leila;E terminar seu vídeo até setembro
A Tempestade;Leila;Ter que pegar o carro no conserto
A Tempestade;Leila;Ver a conta do banco, cartão, IPTU
A Tempestade;Leila;Sábado vai ter peixada na Analú
A Tempestade;Leila;E domingo, cachorro-quente com as crianças na
A Tempestade;Leila;Fernanda
A Tempestade;Leila;Adoro teu olhar
A Tempestade;Leila;Adoro tua força
A Tempestade;Leila;E adoro dizer seu nome: Leila
A Tempestade;Leila;Às vezes as coisas são difíceis, minha amiga
A Tempestade;Leila;Mas você sabe enfrentar a beleza dessa vida
A Tempestade;Leila;Adoro dizer seu nome:
A Tempestade;Leila;Lei.....la, Leila
A Tempestade;1° de Julho;Eu vejo que aprendi
A Tempestade;1° de Julho;O quanto te ensinei
A Tempestade;1° de Julho;E é nos teus braços que ele vai saber
A Tempestade;1° de Julho;Não há por que voltar
A Tempestade;1° de Julho;Não penso em te seguir
A Tempestade;1° de Julho;Não quero mais a tua insensatez
A Tempestade;1° de Julho;O que fazes sem pensar aprendeste do olhar
A Tempestade;1° de Julho;E das palavras que guardei pra ti
A Tempestade;1° de Julho;Não penso em me vingar
A Tempestade;1° de Julho;Não sou assim
A Tempestade;1° de Julho;A tua insegurança era por mim
A Tempestade;1° de Julho;Não basta o compromisso
A Tempestade;1° de Julho;Vale mais o coração
A Tempestade;1° de Julho;Já que não me entendes, não me julgues
A Tempestade;1° de Julho;Não me tentes
A Tempestade;1° de Julho;O que sabes fazer agora
A Tempestade;1° de Julho;Veio tudo de nossas horas
A Tempestade;1° de Julho;Eu não minto, eu não sou assim
A Tempestade;1° de Julho;Ninguém sabia e ninguém viu
A Tempestade;1° de Julho;Que eu estava a teu lado então
A Tempestade;1° de Julho;Sou fera, sou bicho, sou anjo e sou mulher
A Tempestade;1° de Julho;Minha mãe e minha filha
A Tempestade;1° de Julho;Minha irmã, minha menina
A Tempestade;1° de Julho;Mas sou minha, só minha e não de quem quiser
A Tempestade;1° de Julho;Sou Deus, tua Deusa, meu amor
A Tempestade;1° de Julho;Alguma coisa aconteceu
A Tempestade;1° de Julho;Do ventre nasce um novo coração
A Tempestade;1° de Julho;Não penso em me vingar (nã nã nã não)
A Tempestade;1° de Julho;Não sou assim
A Tempestade;1° de Julho;A tua insegurança era por mim
A Tempestade;1° de Julho;Não basta o compromisso
A Tempestade;1° de Julho;Vale mais o coração
A Tempestade;1° de Julho;Ninguém sabia e ninguém viu
A Tempestade;1° de Julho;Que eu estava ao teu lado então
A Tempestade;1° de Julho;Sou fera, sou bicho, sou anjo e sou mulher
A Tempestade;1° de Julho;Sou minha mãe e minha filha
A Tempestade;1° de Julho;Minha irmã, minha menina
A Tempestade;1° de Julho;Mas sou minha, só minha e não de quem quiser
A Tempestade;1° de Julho;Sou Deus, tua deusa, meu amor
A Tempestade;1° de Julho;Baby, baby, baby, baby
A Tempestade;1° de Julho;Yeah!
A Tempestade;1° de Julho;O que fazes por sonhar
A Tempestade;1° de Julho;É o mundo que virá, pra ti.. Para mim
A Tempestade;1° de Julho;Vamos descobrir o mundo juntos, baby
A Tempestade;1° de Julho;Quero aprender com o teu pequeno grande coração
A Tempestade;1° de Julho;Meu amor, meu amor
A Tempestade;1° de Julho;Baby
A Tempestade;Esperando Por Mim;Acho que você não percebeu
A Tempestade;Esperando Por Mim;Que o meu sorriso era sincero
A Tempestade;Esperando Por Mim;Sou tão cínico às vezes
A Tempestade;Esperando Por Mim;O tempo todo
A Tempestade;Esperando Por Mim;Estou tentando me defender
A Tempestade;Esperando Por Mim;Digam o que disserem
A Tempestade;Esperando Por Mim;O mal do século é a solidão
A Tempestade;Esperando Por Mim;Cada um de nós imerso em sua própria
A Tempestade;Esperando Por Mim;arrogância
A Tempestade;Esperando Por Mim;Esperando por um pouco de afeição
A Tempestade;Esperando Por Mim;Hoje não estava nada bem
A Tempestade;Esperando Por Mim;Mas a tempestade me distrai
A Tempestade;Esperando Por Mim;Gosto dos pingos de chuva
A Tempestade;Esperando Por Mim;Dos relâmpagos e dos trovões
A Tempestade;Esperando Por Mim;Hoje à tarde foi um dia bom
A Tempestade;Esperando Por Mim;Saí prá caminhar com meu pai
A Tempestade;Esperando Por Mim;Conversamos sobre coisas da vida
A Tempestade;Esperando Por Mim;E tivemos um momento de paz
A Tempestade;Esperando Por Mim;É de noite que tudo faz sentido
A Tempestade;Esperando Por Mim;No silêncio eu não ouço meus gritos
A Tempestade;Esperando Por Mim;E o que disserem
A Tempestade;Esperando Por Mim;Meu pai sempre esteve esperando por mim
A Tempestade;Esperando Por Mim;E o que disserem
A Tempestade;Esperando Por Mim;Minha mãe sempre esteve esperando por mim
A Tempestade;Esperando Por Mim;E o que disserem
A Tempestade;Esperando Por Mim;Meus verdadeiros amigos sempre esperaram por mim
A Tempestade;Esperando Por Mim;E o que disserem
A Tempestade;Esperando Por Mim;Agora meu filho espera por mim
A Tempestade;Esperando Por Mim;Estamos vivendo
A Tempestade;Esperando Por Mim;E o que disserem os nossos dias serão para sempre.
A Tempestade;Quando Você Voltar;Vai, se você precisa ir
A Tempestade;Quando Você Voltar;Não quero mais brigar esta noite
A Tempestade;Quando Você Voltar;Nossas acusações infantis
A Tempestade;Quando Você Voltar;E palavras mordazes que machucam tanto
A Tempestade;Quando Você Voltar;Não vão levar a nada, como sempre
A Tempestade;Quando Você Voltar;Vai, clareia um pouco a cabeça
A Tempestade;Quando Você Voltar;Já que você não quer conversar.
A Tempestade;Quando Você Voltar;Já brigamos tanto
A Tempestade;Quando Você Voltar;Mas não vale a pena
A Tempestade;Quando Você Voltar;Vou ficar aqui, com um bom livro ou com a TV
A Tempestade;Quando Você Voltar;Sei que existe alguma coisa incomodando você
A Tempestade;Quando Você Voltar;Meu amor, cuidado na estrada
A Tempestade;Quando Você Voltar;E quando você voltar
A Tempestade;Quando Você Voltar;Tranque o portão
A Tempestade;Quando Você Voltar;Feche as janelas
A Tempestade;Quando Você Voltar;Apague a luz
A Tempestade;Quando Você Voltar;e saiba que te amo...
A Tempestade;O Livro Dos Dias;Ausente o encanto antes cultivado
A Tempestade;O Livro Dos Dias;Percebo o mecanismo indiferente
A Tempestade;O Livro Dos Dias;Que teima em resgatar sem confiança
A Tempestade;O Livro Dos Dias;A essência do delito então sagrado
A Tempestade;O Livro Dos Dias;Meu coração não quer deixar
A Tempestade;O Livro Dos Dias;Meu corpo descansar
A Tempestade;O Livro Dos Dias;E teu desejo inverso é velho amigo
A Tempestade;O Livro Dos Dias;Já que o tenho sempre a meu lado
A Tempestade;O Livro Dos Dias;Hoje então aceitas pelo nome
A Tempestade;O Livro Dos Dias;O que perfeito entregas mas é tarde
A Tempestade;O Livro Dos Dias;Só daria certo aos dois que tentam
A Tempestade;O Livro Dos Dias;Se ainda embriagado pela fome
A Tempestade;O Livro Dos Dias;Exatos teu perdão e tua idade
A Tempestade;O Livro Dos Dias;O indulto a ti tomasse como bênção!
A Tempestade;O Livro Dos Dias;Não esconda tristeza de mim
A Tempestade;O Livro Dos Dias;Todos se afastam quando o mundo está errado
A Tempestade;O Livro Dos Dias;Quando o que temos é um catálogo de erros
A Tempestade;O Livro Dos Dias;Quando precisamos de carinho
A Tempestade;O Livro Dos Dias;Força e cuidado
A Tempestade;O Livro Dos Dias;Este é o livro das flores
A Tempestade;O Livro Dos Dias;Este é o livro do destino
A Tempestade;O Livro Dos Dias;Este é o livro de nossos dias
A Tempestade;O Livro Dos Dias;Este é o dia de nossos amores
Uma Outra Estação ;Riding Song;Eu sou o Renato Russo
Uma Outra Estação ;Riding Song;Eu escrevo as letras, eu canto
Uma Outra Estação ;Riding Song;Nasci no dia 27 de março, eu tenho 23 anos
Uma Outra Estação ;Riding Song;E sou Áries e ascendente em Peixes
Uma Outra Estação ;Riding Song;Eu trabalhava com Jornalismo, rádio, era professor de Inglês também
Uma Outra Estação ;Riding Song;E ... comecei a trabalhar com 17 anos e tudo
Uma Outra Estação ;Riding Song;Mas só que de repente tocar Rock era uma coisa que eu gostava mais de fazer
Uma Outra Estação ;Riding Song;E como deu certo eu continuo fazendo isso até hoje
Uma Outra Estação ;Riding Song;Meu nome é Dado Villa-Lobos
Uma Outra Estação ;Riding Song;Sou guitarrista da Legião Urbana
Uma Outra Estação ;Riding Song;Nasci dia 29 de Junho de 65, tenho 21 anos
Uma Outra Estação ;Riding Song;Cheguei em Brasília em torno de 79
Uma Outra Estação ;Riding Song;Cursei meu segundo grau, consegui entrar na faculdade de Sociologia
Uma Outra Estação ;Riding Song;Só que não era exatamente o lance que eu tava a fim de fazer
Uma Outra Estação ;Riding Song;Muito teórico, não tem nada de praticidade
Uma Outra Estação ;Riding Song;Aí meu lance era de repente fazer música
Uma Outra Estação ;Riding Song;Eu sou o Renato Rocha
Uma Outra Estação ;Riding Song;Baixista do Legião Urbana
Uma Outra Estação ;Riding Song;Tenho 25 anos, adoro esportes, adoro corrida de automóvel
Uma Outra Estação ;Riding Song;Sou de Brasília também, adoro música, Jazz, Rock
Uma Outra Estação ;Riding Song;Adoro Dead Kennedys
Uma Outra Estação ;Riding Song;Cursei metade do meu segundo grau
Uma Outra Estação ;Riding Song;Parei de estudar, por que eu gostava de fazer esportes
Uma Outra Estação ;Riding Song;Oi, meu nome é Marcelo Bonfá
Uma Outra Estação ;Riding Song;Nasci em 65, sou do signo de Aquários
Uma Outra Estação ;Riding Song;Gosto de esportes aquáticos, gosto de desenhar
Uma Outra Estação ;Riding Song;E gosto de música
Uma Outra Estação ;Riding Song;Saí da escola depois que eu terminei meu segundo grau
Uma Outra Estação ;Riding Song;Agora eu toco bateria na Legião Urbana
Uma Outra Estação ;Riding Song;Eu já sei o que eu vou ser
Uma Outra Estação ;Riding Song;Ser quando eu crescer
Uma Outra Estação ;Riding Song;Eu já sei o que eu vou ser
Uma Outra Estação ;Riding Song;Ser quando eu crescer
Uma Outra Estação ;Riding Song;Eu já sei o que eu vou ser
Uma Outra Estação ;Riding Song;Ser quando eu crescer
Uma Outra Estação ;Riding Song;Eu já sei o que eu vou ser
Uma Outra Estação ;Riding Song;Ser quando eu crescer
Uma Outra Estação ;Riding Song;Eu já sei o que eu vou ser
Uma Outra Estação ;Riding Song;Ser quando eu crescer
Uma Outra Estação ;Riding Song;Eu já sei o que eu vou ser
Uma Outra Estação ;Riding Song;Ser quando eu crescer
Uma Outra Estação ;Riding Song;Eu já sei o que eu vou ser
Uma Outra Estação ;Riding Song;Ser quando eu crescer
Uma Outra Estação ;Riding Song;Eu já sei o que eu vou ser
Uma Outra Estação ;Riding Song;Ser quando eu crescer
Uma Outra Estação ;Riding Song;Eu já sei o que eu vou ser
Uma Outra Estação ;Riding Song;Ser quando eu crescer
Uma Outra Estação ;Uma Outra Estação;Sei que não tenho a força que tens
Uma Outra Estação ;Uma Outra Estação;Se me vejo feliz quase sempre exijo um talvez
Uma Outra Estação ;Uma Outra Estação;Ela mora perto de um vulcão
Uma Outra Estação ;Uma Outra Estação;E meu coração suburbano espera riquezas maiores
Uma Outra Estação ;Uma Outra Estação;Eu sigo o calendário maia
Uma Outra Estação ;Uma Outra Estação;E sou descendente dos astecas
Uma Outra Estação ;Uma Outra Estação;Hoje vai ter prova
Uma Outra Estação ;Uma Outra Estação;Mas no final da aula
Uma Outra Estação ;Uma Outra Estação;Acho que tem futebol
Uma Outra Estação ;Uma Outra Estação;Gosto quando estou feliz
Uma Outra Estação ;Uma Outra Estação;Gosto quando sorris para mim
Uma Outra Estação ;Uma Outra Estação;Estou longe, longe
Uma Outra Estação ;Uma Outra Estação;Estou em outra estação
Uma Outra Estação ;Uma Outra Estação;Não me digam como devo ser
Uma Outra Estação ;Uma Outra Estação;Gosto do jeito que sou
Uma Outra Estação ;Uma Outra Estação;Quem insiste em julgar os outros
Uma Outra Estação ;Uma Outra Estação;Sempre tem alguma coisa p'ra esconder
Uma Outra Estação ;Uma Outra Estação;Teu corpo alimenta meu espírito
Uma Outra Estação ;Uma Outra Estação;Teu espírito alegra minha mente
Uma Outra Estação ;Uma Outra Estação;Tua mente descansa meu corpo
Uma Outra Estação ;Uma Outra Estação;Teu corpo aceita o meu como a um irmão
Uma Outra Estação ;Uma Outra Estação;Longe longe
Uma Outra Estação ;Uma Outra Estação;Estou em outra estação
Uma Outra Estação ;Uma Outra Estação;Todos fazem promessas demais
Uma Outra Estação ;Uma Outra Estação;Temos muito o que aprender
Uma Outra Estação ;Uma Outra Estação;É um feitiço tão latino
Uma Outra Estação ;Uma Outra Estação;Essa preguiça ser feitiço
Uma Outra Estação ;Uma Outra Estação;Mas tudo bem
Uma Outra Estação ;Uma Outra Estação;Voltarás na terça-feira
Uma Outra Estação ;Uma Outra Estação;És fogo e gelo ao mesmo tempo
Uma Outra Estação ;Uma Outra Estação;E vai ser bom
Uma Outra Estação ;Uma Outra Estação;Do Equador, da Venezuela, do Uruguai
Uma Outra Estação ;Uma Outra Estação;Teremos o fim de semana só pra nós
Uma Outra Estação ;Uma Outra Estação;Venha comigo
Uma Outra Estação ;Uma Outra Estação;Não tenha medo
Uma Outra Estação ;Uma Outra Estação;Tem muita gente
Uma Outra Estação ;Uma Outra Estação;Que pensa o mesmo
Uma Outra Estação ;Uma Outra Estação;Estou longe, longe
Uma Outra Estação ;Uma Outra Estação;Estou em outra estação
Uma Outra Estação ;Uma Outra Estação;Estou longe, longe
Uma Outra Estação ;Uma Outra Estação;Em outra estação
Uma Outra Estação ;Uma Outra Estação;Estou longe, longe
Uma Outra Estação ;Uma Outra Estação;Estou em outra estação
Uma Outra Estação ;Uma Outra Estação;Estou longe, longe
Uma Outra Estação ;As Flores do Mal;Eu quis você e me perdi
Uma Outra Estação ;As Flores do Mal;Você não viu e eu não senti
Uma Outra Estação ;As Flores do Mal;Não acredito, nem vou julgar
Uma Outra Estação ;As Flores do Mal;Você sorriu, ficou e quis me provocar
Uma Outra Estação ;As Flores do Mal;Quis dar uma volta em todo o mundo
Uma Outra Estação ;As Flores do Mal;Mas não é bem assim que as coisas são
