álbum;musica;letra
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Que me explique porque é
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Que não consigo ver sentido
As Quatro Estações;Eu Era Um Lobisomem Juvenil;No que sinto, que procuro
As Quatro Estações;Eu Era Um Lobisomem Juvenil;O que desejo e o que faz parte
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Do meu mundo
As Quatro Estações;Eu Era Um Lobisomem Juvenil;O arco-íris tem sete cores
As Quatro Estações;Eu Era Um Lobisomem Juvenil;E fui juiz supremo
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Vai, vem embora, volta
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Todos têm, todos têm
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Suas próprias razões
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Qual foi a semente que você plantou?
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Tudo acontece ao mesmo tempo
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Nem eu mesmo sei direito
As Quatro Estações;Eu Era Um Lobisomem Juvenil;O que está acontecendo
As Quatro Estações;Eu Era Um Lobisomem Juvenil;E daí, de hoje em diante
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Todo dia vai ser o dia mais importante
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Se você quiser alguém pra ser só seu
As Quatro Estações;Eu Era Um Lobisomem Juvenil;É só não se esquecer, estarei aqui
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Se você quiser alguém pra ser só seu
As Quatro Estações;Eu Era Um Lobisomem Juvenil;É só não se esquecer, estarei aqui
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Não digo nada
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Espero o vendaval passar
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Por enquanto eu não sei
As Quatro Estações;Eu Era Um Lobisomem Juvenil;O que você me falou
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Me fez rir e pensar
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Porque estou tão preocupado
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Por estar
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Tão preocupado assim
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Mesmo se eu cantasse
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Todas as canções
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Todas as canções
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Todas as canções
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Todas as canções do mundo
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Sou bicho do mato mas
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Se você quiser alguém pra ser só seu
As Quatro Estações;Eu Era Um Lobisomem Juvenil;É só não se esquecer, estarei aqui
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Se você quiser alguém pra ser só seu
As Quatro Estações;Eu Era Um Lobisomem Juvenil;É só não se esquecer, estarei aqui
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Se você quiser alguém pra ser só seu
As Quatro Estações;Eu Era Um Lobisomem Juvenil;É só não se esquecer, estarei aqui
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Se você quiser alguém pra ser só seu
As Quatro Estações;Eu Era Um Lobisomem Juvenil;É só não se esquecer, estarei aqui
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Ou então não terás jamais
As Quatro Estações;Eu Era Um Lobisomem Juvenil;A chave do meu coração
As Quatro Estações;1965 (Duas Tribos);Vou passar
As Quatro Estações;1965 (Duas Tribos);Quero ver
As Quatro Estações;1965 (Duas Tribos);Volta aqui
As Quatro Estações;1965 (Duas Tribos);Vem você
As Quatro Estações;1965 (Duas Tribos);Como foi?
As Quatro Estações;1965 (Duas Tribos);Nem sentiu
As Quatro Estações;1965 (Duas Tribos);Se era falso
As Quatro Estações;1965 (Duas Tribos);Ou fevereiro
As Quatro Estações;1965 (Duas Tribos);Temos paz
As Quatro Estações;1965 (Duas Tribos);Temos tempo
As Quatro Estações;1965 (Duas Tribos);Chegou a hora
As Quatro Estações;1965 (Duas Tribos);E agora é aqui
As Quatro Estações;1965 (Duas Tribos);Cortaram meus braços
As Quatro Estações;1965 (Duas Tribos);Cortaram minhas mãos
As Quatro Estações;1965 (Duas Tribos);Cortaram minhas pernas
As Quatro Estações;1965 (Duas Tribos);Num dia de verão
As Quatro Estações;1965 (Duas Tribos);Num dia de verão
As Quatro Estações;1965 (Duas Tribos);Num dia de verão
As Quatro Estações;1965 (Duas Tribos);Podia ser meu pai
As Quatro Estações;1965 (Duas Tribos);Podia ser meu irmão
As Quatro Estações;1965 (Duas Tribos);Não se esqueça
As Quatro Estações;1965 (Duas Tribos);Temos sorte
As Quatro Estações;1965 (Duas Tribos);E agora é aqui
As Quatro Estações;1965 (Duas Tribos);Quando querem transformar
As Quatro Estações;1965 (Duas Tribos);Dignidade em doença?
As Quatro Estações;1965 (Duas Tribos);Quando querem transformar
As Quatro Estações;1965 (Duas Tribos);Inteligência em traição?
As Quatro Estações;1965 (Duas Tribos);Quando querem transformar
As Quatro Estações;1965 (Duas Tribos);Estupidez em recompensa?
As Quatro Estações;1965 (Duas Tribos);Quando querem transformar
As Quatro Estações;1965 (Duas Tribos);Esperança em maldição?
As Quatro Estações;1965 (Duas Tribos);É o bem contra o mal
As Quatro Estações;1965 (Duas Tribos);E você de que lado está?
As Quatro Estações;1965 (Duas Tribos);Estou do lado do bem
As Quatro Estações;1965 (Duas Tribos);E você de que lado está?
As Quatro Estações;1965 (Duas Tribos);Estou do lado do bem
As Quatro Estações;1965 (Duas Tribos);Com a luz e com os anjos
As Quatro Estações;1965 (Duas Tribos);Mataram um menino
As Quatro Estações;1965 (Duas Tribos);Tinha arma de verdade
As Quatro Estações;1965 (Duas Tribos);Tinha arma nenhuma
As Quatro Estações;1965 (Duas Tribos);Tinha arma de brinquedo
As Quatro Estações;1965 (Duas Tribos);Eu tenho autorama
As Quatro Estações;1965 (Duas Tribos);Eu tenho Hanna-Barbera
As Quatro Estações;1965 (Duas Tribos);Eu tenho pera, uva e maçã
As Quatro Estações;1965 (Duas Tribos);Eu tenho Guanabara
As Quatro Estações;1965 (Duas Tribos);E modelos revell
As Quatro Estações;1965 (Duas Tribos);O Brasil é o país do futuro
As Quatro Estações;1965 (Duas Tribos);O Brasil é o país do futuro
As Quatro Estações;1965 (Duas Tribos);O Brasil é o país do futuro
As Quatro Estações;1965 (Duas Tribos);O Brasil é o país
As Quatro Estações;1965 (Duas Tribos);Em toda e qualquer situação
As Quatro Estações;1965 (Duas Tribos);Eu quero tudo pra cima
As Quatro Estações;1965 (Duas Tribos);Pra cima, pra cima
As Quatro Estações;Monte Castelo;Ainda que eu falasse
As Quatro Estações;Monte Castelo;A língua dos homens
As Quatro Estações;Monte Castelo;E falasse a língua dos anjos
As Quatro Estações;Monte Castelo;Sem amor eu nada seria
As Quatro Estações;Monte Castelo;É só o amor! É só o amor
As Quatro Estações;Monte Castelo;Que conhece o que é verdade
As Quatro Estações;Monte Castelo;O amor é bom, não quer o mal
As Quatro Estações;Monte Castelo;Não sente inveja ou se envaidece
As Quatro Estações;Monte Castelo;O amor é o fogo que arde sem se ver
As Quatro Estações;Monte Castelo;É ferida que dói e não se sente
As Quatro Estações;Monte Castelo;É um contentamento descontente
As Quatro Estações;Monte Castelo;É dor que desatina sem doer
As Quatro Estações;Monte Castelo;Ainda que eu falasse
As Quatro Estações;Monte Castelo;A língua dos homens
As Quatro Estações;Monte Castelo;E falasse a língua dos anjos
As Quatro Estações;Monte Castelo;Sem amor eu nada seria
As Quatro Estações;Monte Castelo;É um não querer mais que bem querer
As Quatro Estações;Monte Castelo;É solitário andar por entre a gente
As Quatro Estações;Monte Castelo;É um não contentar-se de contente
As Quatro Estações;Monte Castelo;É cuidar que se ganha em se perder
As Quatro Estações;Monte Castelo;É um estar-se preso por vontade
As Quatro Estações;Monte Castelo;É servir a quem vence, o vencedor
As Quatro Estações;Monte Castelo;É um ter com quem nos mata a lealdade
As Quatro Estações;Monte Castelo;Tão contrário a si é o mesmo amor
As Quatro Estações;Monte Castelo;Estou acordado e todos dormem
As Quatro Estações;Monte Castelo;Todos dormem, todos dormem
As Quatro Estações;Monte Castelo;Agora vejo em parte
As Quatro Estações;Monte Castelo;Mas então veremos face a face
As Quatro Estações;Monte Castelo;É só o amor! É só o amor
As Quatro Estações;Monte Castelo;Que conhece o que é verdade
As Quatro Estações;Monte Castelo;Ainda que eu falasse
As Quatro Estações;Monte Castelo;A língua dos homens
As Quatro Estações;Monte Castelo;E falasse a língua dos anjos
As Quatro Estações;Monte Castelo;Sem amor eu nada seria
As Quatro Estações;Maurício;Já não sei dizer se ainda sei sentir
As Quatro Estações;Maurício;O meu coração já não me pertence
As Quatro Estações;Maurício;Já não quer mais me obedecer
As Quatro Estações;Maurício;Parece agora estar tão cansado quanto eu
As Quatro Estações;Maurício;Até pensei que era mais por não saber
As Quatro Estações;Maurício;Que ainda sou capaz de acreditar
As Quatro Estações;Maurício;Me sinto tão só
As Quatro Estações;Maurício;E dizem que a solidão até que me cai bem
As Quatro Estações;Maurício;Às vezes faço planos
As Quatro Estações;Maurício;Às vezes quero ir
As Quatro Estações;Maurício;Pra algum país distante
As Quatro Estações;Maurício;Voltar a ser feliz
As Quatro Estações;Maurício;Já não sei dizer o que aconteceu
As Quatro Estações;Maurício;Se tudo que sonhei foi mesmo um sonho meu
As Quatro Estações;Maurício;Se meu desejo então já se realizou
As Quatro Estações;Maurício;O que fazer depois, pra onde é que eu vou?
As Quatro Estações;Maurício;Eu vi você voltar pra mim
As Quatro Estações;Maurício;Eu vi você voltar pra mim
As Quatro Estações;Maurício;Eu vi você voltar pra mim
As Quatro Estações;Maurício;Eu vi você voltar pra mim
As Quatro Estações;Meninos e Meninas;Quero me encontrar, mas não sei onde estou
As Quatro Estações;Meninos e Meninas;Vem comigo procurar algum lugar mais calmo
As Quatro Estações;Meninos e Meninas;Longe dessa confusão e dessa gente que não se respeita
As Quatro Estações;Meninos e Meninas;Tenho quase certeza que eu não sou daqui
As Quatro Estações;Meninos e Meninas;Acho que gosto de São Paulo e gosto de São João
As Quatro Estações;Meninos e Meninas;Gosto de São Francisco e São Sebastião
As Quatro Estações;Meninos e Meninas;E eu gosto de meninos e meninas
As Quatro Estações;Meninos e Meninas;Vai ver que é assim mesmo e vai ser assim pra sempre
As Quatro Estações;Meninos e Meninas;Vai ficando complicado e ao mesmo tempo diferente
As Quatro Estações;Meninos e Meninas;Estou cansado de bater e ninguém abrir
As Quatro Estações;Meninos e Meninas;Você me deixou sentindo tanto frio
As Quatro Estações;Meninos e Meninas;Não sei mais o que dizer
As Quatro Estações;Meninos e Meninas;Te fiz comida, velei teu sono
As Quatro Estações;Meninos e Meninas;Fui teu amigo, te levei comigo
As Quatro Estações;Meninos e Meninas;E me diz: pra mim o que é que ficou?
As Quatro Estações;Meninos e Meninas;Me deixa ver como viver é bom
As Quatro Estações;Meninos e Meninas;Não é a vida como está, e sim as coisas como são
As Quatro Estações;Meninos e Meninas;Você não quis tentar me ajudar
As Quatro Estações;Meninos e Meninas;Então, a culpa é de quem? A culpa é de quem?
As Quatro Estações;Meninos e Meninas;Eu canto em português errado
As Quatro Estações;Meninos e Meninas;Acho que o imperfeito não participa do passado
As Quatro Estações;Meninos e Meninas;Troco as pessoas, troco os pronomes
As Quatro Estações;Meninos e Meninas;Preciso de oxigênio, preciso ter amigos
As Quatro Estações;Meninos e Meninas;Preciso ter dinheiro, preciso de carinho
As Quatro Estações;Meninos e Meninas;Acho que te amava, agora acho que te odeio
As Quatro Estações;Meninos e Meninas;São tudo pequenas coisas e tudo deve passar
As Quatro Estações;Meninos e Meninas;Acho que gosto de São Paulo e gosto de São João
As Quatro Estações;Meninos e Meninas;Gosto de São Francisco e São Sebastião
As Quatro Estações;Meninos e Meninas;E eu gosto de meninos e meninas
As Quatro Estações;Sete Cidades;Já me acostumei com a tua voz
As Quatro Estações;Sete Cidades;Com teu rosto e teu olhar
As Quatro Estações;Sete Cidades;Me partiu em dois
As Quatro Estações;Sete Cidades;E procuro agora o que é minha metade
As Quatro Estações;Sete Cidades;Quando não estás aqui
As Quatro Estações;Sete Cidades;Sinto falta de mim mesmo
As Quatro Estações;Sete Cidades;E sinto falta do meu corpo junto ao teu
As Quatro Estações;Sete Cidades;Meu coração é tão tosco e tão pobre
As Quatro Estações;Sete Cidades;Não sabe ainda os caminhos do mundo
As Quatro Estações;Sete Cidades;Quando não estás aqui
As Quatro Estações;Sete Cidades;Tenho medo de mim mesmo
As Quatro Estações;Sete Cidades;E sinto falta do teu corpo junto ao meu
As Quatro Estações;Sete Cidades;Vem depressa pra mim
As Quatro Estações;Sete Cidades;Que eu não sei esperar
As Quatro Estações;Sete Cidades;Já fizemos promessas demais
As Quatro Estações;Sete Cidades;E já me acostumei com a tua voz
As Quatro Estações;Sete Cidades;Quando estou contigo estou em paz
As Quatro Estações;Sete Cidades;Quando não estás aqui
As Quatro Estações;Sete Cidades;Meu espírito se perde
As Quatro Estações;Sete Cidades;Voa longe
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Se fiquei esperando meu amor passar
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Já me basta que então
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Eu não sabia amar
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;E me via perdido e vivendo em erro
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Sem querer me machucar de novo
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Por culpa do amor
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Mas você e eu podemos namorar
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;E era simples: Ficamos fortes
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Quando se aprende a amar
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;O mundo passa a ser seu
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Quando se aprende a amar
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;O mundo passa a ser seu
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Sei rimar romã com travesseiro
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Quero minha nação soberana
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Com espaço, nobreza e descanso
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Se fiquei esperando meu amor passar
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Já me basta que estava, então, longe de sereno
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;E fiquei tanto tempo duvidando de mim
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Por fazer amor, por fazer sentido
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Começo a ficar livre
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Espero, acho que sim
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;De olhos fechados, não me vejo
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;E você sorriu pra mim
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Cordeiro de Deus que tirai os pecados do mundo
As Quatro Estações;Se Fiquei Esperando Meu Amor Passar;Tende piedade de nós
